city_name,latitude,longitude,capital,population,country_id
A coruna,43.3667,-8.3833,0,245468,
Los teques,10.3411,-67.0406,0,251200,147.0
Jinshi,29.6334,111.8746,0,251064,35.0
Chofugaoka,35.6506,139.5407,0,240359,72.0
Tsing yi town,22.3456,114.1,0,191500,63.0
Higuey,18.6167,-68.7,0,251243,46.0
Juazeiro do norte,-7.2,-39.3333,0,249939,25.0
Bata,1.865,9.77,0,250770,
Al minya,28.1194,30.7444,0,236043,47.0
Aachen,50.7756,6.0836,0,249070,
Babol,36.5514,52.6789,0,250217,67.0
Komsomol'sk-na-amure,50.5667,137.0,0,249810,113.0
Iwo,7.6333,4.1833,0,250443,99.0
Rivne,50.6192,26.2519,0,246574,142.0
Galati,45.4233,28.0425,0,249432,112.0
Natogyi,21.4167,95.65,0,250000,95.0
Braunschweig,52.2667,10.5167,0,248823,
Kalar,34.6292,45.3222,0,250000,68.0
Al bayda',32.7664,21.7417,0,250000,82.0
Yanbu,24.0883,38.0582,0,250000,117.0
Kurmuk,10.55,34.2833,0,250000,128.0
Shibuya-ku,35.6637,139.6977,0,235193,72.0
Gandhidham,23.08,70.13,0,248705,
Manzhouli,49.5881,117.4525,0,249472,35.0
Visalia,36.3276,-119.3269,0,249804,
Gdynia,54.5,18.5333,0,247672,110.0
Ramnagar,27.17,84.32,0,249102,
Palangkaraya,-2.21,113.92,0,249434,66.0
Chemnitz,50.8333,12.9167,0,248042,
Chigasaki,35.3333,139.4,0,242347,72.0
Buyukcekmece,41.02,28.5775,0,247736,139.0
Khomeyni shahr,32.7003,51.5211,0,247128,67.0
Carmen,18.4167,-91.6333,0,248845,91.0
Mckinney,33.2016,-96.667,0,248840,
Sahiwal,30.6611,73.1083,0,247706,104.0
Qa'em shahr,36.4631,52.86,0,247953,67.0
Banikoara,11.3,2.4333,0,248621,19.0
Kiel,54.3233,10.1394,0,246601,
Sibu,2.3,111.8167,0,247995,87.0
Yato,35.4833,139.45,0,239146,72.0
Parana,-31.7331,-60.5297,0,247863,8.0
Santa clara,22.4069,-79.9649,0,247436,40.0
Yamagata,38.2554,140.3396,0,247234,72.0
Katihar,25.53,87.58,0,240565,
Beykoz,41.1342,29.0922,0,246700,139.0
Imperatriz,-5.5333,-47.4833,0,247505,25.0
Oruro,-17.9799,-67.13,0,246501,22.0
Merlo,-34.6653,-58.7275,0,244168,8.0
Tsukuba-kenkyugakuen-toshi,36.0835,140.0764,0,246647,72.0
Wilmington,34.2099,-77.8866,0,247372,
Kesbewa,6.7953,79.9386,0,243842,127.0
Barnsley,53.5547,-1.4791,0,245199,
Chesapeake,36.6778,-76.3023,0,247172,
Syktyvkar,61.6667,50.8167,0,245313,113.0
Gyor,47.6842,17.6344,0,246159,64.0
Biratnagar,26.4542,87.2797,0,242548,97.0
Hafizabad,32.0714,73.6878,0,245784,104.0
Saskatoon,52.1333,-106.6833,0,246376,32.0
Krishnarajpur,13.012,77.6951,0,245797,
Abertawe,51.6167,-3.95,0,245508,
Americana,-22.7386,-47.3311,0,244270,25.0
Mahajanga,-15.7167,46.3167,0,246022,85.0
Long khanh,10.917,107.167,0,245040,148.0
Nelamangala,13.102,77.374,0,245624,
Jessore,23.1704,89.2,0,243987,15.0
Beichengqu,40.4348,113.1565,0,245608,35.0
Glendale,33.5791,-112.2311,0,245685,
Tuy hoa,13.0819,109.295,0,242840,148.0
Garland,32.91,-96.6304,0,245075,
Singrauliya,24.11,82.39,0,244450,
Fuji,35.1613,138.6763,0,243739,72.0
Mokpo,34.7589,126.38,0,239524,125.0
Kabinda,-6.13,24.48,0,244000,43.0
Santa maria,-29.6833,-53.8,0,243611,25.0
Sabzevar,36.2125,57.6819,0,243700,67.0
Banchpar,23.2,90.8,0,241799,15.0
Ramgundam,18.7639,79.475,0,242979,
Tarapoto,-6.4833,-76.3667,0,240453,108.0
Bahir dar,11.6,37.3833,0,243300,51.0
Baruta,10.4322,-66.8739,0,240755,147.0
Sapele,5.8261,5.6536,0,242652,99.0
Sasebo,33.18,129.715,0,242664,72.0
Myitkyina,25.3833,97.4,0,243031,95.0
Pandharpur,17.6778,75.3278,0,242515,
Sakaka,29.9697,40.2,0,242813,117.0
Haeju,38.0333,125.7167,0,241599,100.0
Petah tiqwa,32.0889,34.8864,0,236169,70.0
Gonzalez catan,-34.7667,-58.6167,0,238067,8.0
Masaurhi buzurg,25.35,85.02,0,241216,
Qyzylorda,44.85,65.5167,0,242462,74.0
Diaobingshancun,42.4391,123.5426,0,241431,35.0
Man,7.4,-7.55,0,241969,
Zhangping,25.2938,117.4148,0,242000,35.0
Dagana,16.4833,-15.6,0,241695,
Bac lieu,9.2833,105.7167,0,240045,148.0
Kennewick,46.1978,-119.1732,0,241230,
Lille,50.6278,3.0583,0,234475,
Duzce,40.8417,31.1583,0,240633,139.0
Ipatinga,-19.5,-42.5333,0,239468,25.0
Anju,39.62,125.66,0,240117,100.0
Marilia,-22.2139,-49.9458,0,240590,25.0
Winter haven,28.0118,-81.7014,0,240768,
Monclova,26.9103,-101.4222,0,237169,91.0
Stavanger,58.97,5.7314,0,237369,102.0
Abi al khasib,30.4411,47.9725,0,240300,68.0
Atushi,39.7162,76.1684,0,240368,35.0
Chimoio,-19.1167,33.45,0,238976,94.0
Limassol,34.6747,33.0442,0,235056,
Ivano-frankivsk,48.9228,24.7106,0,238196,142.0
Novo hamburgo,-29.6778,-51.1308,0,238940,25.0
Halle,51.4828,11.9697,0,238061,
Arakawa,35.7361,139.7834,0,217891,72.0
Longueuil,45.5333,-73.5167,0,239700,32.0
Szeged,46.255,20.145,0,239025,64.0
Viamao,-30.0808,-51.0228,0,239384,25.0
Kosice,48.7167,21.25,0,238593,
Matsumoto,36.238,137.972,0,239115,72.0
Tuticorin,8.7642,78.1348,0,237830,
Banda aceh,5.55,95.3175,0,235305,66.0
Shenmu,38.827,110.499,0,237846,35.0
Springs,-26.2547,28.4428,0,236083,
Taiping,4.85,100.7333,0,237095,87.0
Zinder,13.8053,8.9883,0,235605,
Ganganagar,29.92,73.88,0,237780,
As sib,23.6703,58.1891,0,237816,103.0
P'yong-dong,39.25,125.85,0,236583,100.0
Scottsdale,33.6872,-111.8651,0,238685,
Amol,36.4697,52.3508,0,238528,67.0
Norfolk,36.8945,-76.259,0,238556,
Nyiregyhaza,47.9531,21.7271,0,238020,64.0
Eindhoven,51.4333,5.4833,0,235691,
Killeen,31.0753,-97.7297,0,238288,
Wuyishan,27.7562,118.0267,0,238000,35.0
Mirpur khas,25.5269,69.0111,0,236961,104.0
Sandnes,58.8517,5.7361,0,237369,102.0
Beji,-6.3704,106.8176,0,222372,66.0
Pathein,16.7778,94.7369,0,237089,95.0
Nizhnekamsk,55.6333,51.8167,0,237250,113.0
Magdeburg,52.1317,11.6392,0,236188,
Neya,34.7667,135.6333,0,227997,72.0
Rewa,24.53,81.3,0,236519,
Chishui,28.5902,105.6946,0,237052,35.0
Centurion,-25.8603,28.1894,0,236580,
Uluberiya,22.47,88.11,0,235345,
Djougou,9.7,1.6667,0,237040,19.0
Pakdasht,35.4817,51.6803,0,236319,67.0
Shakhty,47.7,40.2333,0,235492,113.0
North hempstead,40.7912,-73.6688,0,236910,
York,39.9651,-76.7315,0,236818,
Atlantic city,39.3797,-74.4527,0,236314,
Ibb,13.9759,44.1709,0,234837,149.0
Elche,38.2669,-0.6983,0,235580,
Abha,18.2169,42.5053,0,236157,117.0
Bulandshahr,28.4069,77.8497,0,235310,
Groningen,53.2167,6.5667,0,233273,
Nashua,42.7491,-71.491,0,235982,
Jacarei,-23.3053,-45.9658,0,235416,25.0
Arlington,38.8786,-77.1011,0,235764,
Brownsville,25.9975,-97.458,0,235735,
Bole,44.8539,82.0514,0,235585,35.0
Ganda,-13.0858,14.7417,0,235486,6.0
Cannanore,11.8689,75.3555,0,232486,
Najafabad,32.6347,51.3653,0,235281,67.0
Bayamo,20.3817,-76.6428,0,235107,40.0
Kamianske,48.5167,34.6167,0,235066,142.0
Borujerd,33.8972,48.9017,0,234997,67.0
Singaraja,-8.1167,115.0833,0,234468,66.0
Macae,-22.3708,-41.7869,0,234628,25.0
Miri,4.3925,113.9861,0,234541,87.0
Machala,-3.2667,-79.9667,0,231260,
Longquan,28.0733,119.1277,0,234626,35.0
Granada,37.1781,-3.6008,0,231775,
Bo,7.9564,-11.74,0,233684,120.0
Messina,38.1936,15.5542,0,234293,
Oral,51.2225,51.3725,0,234184,74.0
Badalona,41.4333,2.2333,0,223506,
Formosa,-26.1833,-58.1833,0,234000,8.0
San cristobal,18.4167,-70.1056,0,232769,46.0
Arapiraca,-9.7519,-36.6608,0,233047,25.0
Mambere,5.5,15.5,0,233666,
Damboa,11.15,12.75,0,233500,99.0
Okara,30.8092,73.4536,0,232386,104.0
Saidpur,25.8004,89.0,0,232209,15.0
Freiburg im breisgau,47.995,7.85,0,231848,
Khenifra,32.9394,-5.6675,0,228567,93.0
Saga,33.2667,130.3,0,232359,72.0
Raichur,16.2,77.37,0,232456,
Burnaby,49.2667,-122.9667,0,232755,32.0
Meycauayan,14.7333,120.95,0,225673,109.0
Son tay,21.1333,105.5,0,230577,148.0
Nazipur,25.0415,88.7605,0,231900,15.0
Rancagua,-34.1667,-70.75,0,231370,34.0
Kasukabe,35.9753,139.7523,0,228975,72.0
Dzerzhinsk,56.2333,43.45,0,231797,113.0
Phu yen,21.4156,105.8739,0,231363,148.0
Bratsk,56.1167,101.6,0,231602,113.0
Barishal,22.7,90.3667,0,230000,15.0
Jiayuguan,39.8112,98.2862,0,231853,35.0
Santa ana,14.58,121.012,0,203598,109.0
Eloy alfaro,-2.1733,-79.8311,0,230839,
Envigado,6.1667,-75.5667,0,228848,36.0
Banfield,-34.75,-58.3833,0,223898,8.0
Guadalupe,22.7528,-102.5078,0,215000,91.0
Ageoshimo,35.9774,139.5932,0,226616,72.0
Fremont,37.5265,-121.9843,0,231502,
Qarchak,35.4394,51.5689,0,231075,67.0
Gulfport,30.4274,-89.0704,0,231423,
Purwokerto,-7.4278,109.2417,0,230235,66.0
Puerto vallarta,20.6458,-105.2222,0,224166,91.0
Toluca,19.2925,-99.6569,0,223876,91.0
Ormoc,11.0106,124.6075,0,230998,109.0
Neuquen,-38.9525,-68.0642,0,231198,8.0
Fresnillo,23.175,-102.8675,0,230865,91.0
Singkawang,0.9,108.9833,0,230376,66.0
Orsk,51.2,58.5667,0,230414,113.0
Vizianagaram,18.1159,83.406,0,228720,
Manavgat,36.7833,31.4333,0,230597,139.0
Cotia,-23.6042,-46.9194,0,229548,25.0
Pali,25.77,73.33,0,229956,
Songadh,21.167,73.564,0,229782,
Noginsk,64.4833,91.2333,0,229731,113.0
Kropyvnytskyi,48.5,32.2667,0,227413,142.0
Haridwar,29.945,78.163,0,228832,
Ordu,40.9833,37.8833,0,229214,139.0
Taito,35.7126,139.78,0,210528,72.0
Ternopil,49.5667,25.6,0,225238,142.0
Bojnurd,37.475,57.3333,0,228931,67.0
Rondonopolis,-16.4667,-54.6333,0,228857,25.0
Coban,15.4833,-90.3667,0,228664,59.0
Guantanamo,20.1367,-75.2139,0,228436,40.0
Krefeld,51.3333,6.5667,0,227050,
Pathardi,19.17,75.18,0,228279,
Sabya,17.1489,42.6258,0,228375,117.0
Kolpino,59.7333,30.6,0,225801,113.0
Petlad,22.47,72.8,0,227031,
Khanewal,30.3,71.9333,0,227059,104.0
Mage,-22.6528,-43.0408,0,227322,25.0
Ninh hoa,12.4917,109.1258,0,227630,148.0
Khatima,28.92,79.97,0,227226,
Apapa,6.45,3.3667,0,217362,99.0
Choloma,15.6136,-87.9511,0,227535,62.0
Capiata,-25.35,-57.42,0,224152,107.0
Pallavaram,12.9675,80.1491,0,215417,
Nadiad,22.69,72.86,0,225132,
Tarrasa,41.5611,2.0081,0,224114,
Dasoguz,41.8333,59.9667,0,227184,140.0
Probolinggo,-7.75,113.2167,0,223159,66.0
Cikupa,-6.4947,106.6511,0,224678,66.0
Evansville,37.9881,-87.5341,0,226788,
Araraquara,-21.7939,-48.1758,0,226508,25.0
Quetzaltenango,14.8333,-91.5167,0,225000,59.0
Angarsk,52.55,103.9,0,226374,113.0
Sousse,35.8333,10.6333,0,221530,138.0
Nyanza,-2.35,29.7333,0,225209,114.0
Cox's bazar,21.4272,92.005,0,223522,15.0
Takarazuka,34.8114,135.3406,0,224055,72.0
Atsugicho,35.4333,139.3667,0,223815,72.0
Itapevi,-23.5489,-46.9342,0,223404,25.0
Marcory,5.3,-3.9833,0,214061,
Toamasina,-18.15,49.4167,0,225116,85.0
Padangsidempuan,1.3786,99.2722,0,225544,66.0
Varamin,35.3242,51.6458,0,225628,67.0
Mutare,-18.9667,32.6333,0,224802,151.0
Mubi,10.2604,13.2606,0,225705,99.0
Chuadanga,23.644,88.8556,0,224576,15.0
Korolev,55.9167,37.8167,0,221797,113.0
Hunchun,42.8679,130.3585,0,225454,35.0
Blagoveshchensk,50.2578,127.5364,0,224419,113.0
Velikiy novgorod,58.521,31.2758,0,222594,113.0
Longjin,22.8711,113.0684,0,221881,35.0
Rennes,48.1147,-1.6794,0,220488,
Ashdod,31.8,34.65,0,220174,70.0
Czestochowa,50.8,19.1167,0,223322,110.0
Carlos manuel de cespedes,21.5767,-78.2775,0,224488,40.0
Chapeco,-27.0958,-52.6178,0,224013,25.0
Hialeah,25.8696,-80.3045,0,224362,
Ota,36.2911,139.3754,0,222806,72.0
Sandton,-26.107,28.0517,0,222415,
Navarre,30.4174,-86.8907,0,223951,
Ijebu-ode,6.8208,3.9208,0,222653,99.0
Tilburg,51.55,5.0833,0,221947,
Cork,51.8972,-8.47,0,222333,
Tanjore,10.787,79.1378,0,222943,
Bandar-e bushehr,28.9264,50.8514,0,223504,67.0
Hachinohe,40.5123,141.4884,0,222799,72.0
Staryy oskol,51.2981,37.835,0,223360,113.0
Kichha,28.92,79.5,0,221965,
Secunderabad,17.4399,78.4983,0,213698,
Tiptur,13.26,76.48,0,222749,
Ji'an shi,41.1231,126.1815,0,222938,35.0
Mallawi,27.7333,30.8333,0,212628,47.0
Jose c. paz,-34.5167,-58.7667,0,216637,8.0
Bel air south,39.5022,-76.3113,0,222834,
Rufisque,14.7167,-17.2667,0,221066,
Presidente prudente,-22.1256,-51.3889,0,222192,25.0
Barra do dande,-8.4728,13.3731,0,222528,6.0
Hobart,-42.8806,147.325,0,222356,11.0
Swindon,51.56,-1.78,0,222193,
Lutsk,50.75,25.3358,0,217197,142.0
Katri,23.48,80.4,0,221875,
Sambhal,28.58,78.55,0,220813,
Gueckedou,8.5667,-10.1333,0,221715,60.0
Sabadell,41.5483,2.1075,0,216204,
Neyshabur,36.22,58.82,0,221700,67.0
North port,27.0576,-82.1977,0,221616,
Radom,51.4036,21.1567,0,219703,110.0
Santa luzia,-19.77,-43.8506,0,220444,25.0
Polokwane,-23.9,29.45,0,220045,
Chi linh,21.133,106.383,0,220421,148.0
Tchaourou,8.8833,2.6,0,221108,19.0
Duekoue,6.7333,-7.35,0,220953,
San felipe,10.3353,-68.7458,0,220786,147.0
Saveh,35.0214,50.3567,0,220762,67.0
San bernardino,34.1416,-117.2943,0,220821,
Portland,43.6773,-70.2715,0,220807,
Santo tomas,14.0833,121.1833,0,218500,109.0
Osisioma,5.1497,7.3303,0,219632,99.0
La vega,19.22,-70.53,0,220279,46.0
Nishitokyo,35.7256,139.5383,0,207436,72.0
Damietta,31.4167,31.8214,0,206664,47.0
Pangkalpinang,-2.1333,106.1167,0,218569,66.0
Juazeiro,-9.4306,-40.5028,0,220253,25.0
Kremenchuk,49.0631,33.4039,0,220174,142.0
Itabuna,-14.7858,-39.28,0,219680,25.0
Anand,22.556,72.951,0,218486,
Ciputat,-6.3111,106.7619,0,208722,66.0
Al khubar,26.2833,50.2,0,219679,117.0
Penalolen,-33.4833,-70.55,0,216060,34.0
Islington,51.544,-0.1027,0,206125,
Mainz,49.9833,8.2667,0,217556,
Konibodom,40.2833,70.4167,0,219000,134.0
Zakhu,37.15,42.6833,0,219006,68.0
Enterprise,36.0091,-115.2278,0,219566,
Bremerton,47.5436,-122.7121,0,219538,
Cordoba,18.8942,-96.9347,0,218153,91.0
Green bay,44.5148,-87.9895,0,219472,
Tulua,4.0833,-76.2,0,219138,36.0
Pleiku,13.9833,108.0,0,218765,148.0
Hortolandia,-22.8583,-47.22,0,215819,25.0
Bitung,1.4472,125.1978,0,218520,66.0
Naihati,22.89,88.42,0,217900,
Petrel,38.4789,-0.7967,0,218843,
Kafue,-15.7667,28.1833,0,219000,150.0
Jiutepec,18.8833,-99.1667,0,215357,91.0
Manta,-0.95,-80.7162,0,217553,
Osan,37.1498,127.0771,0,213840,125.0
San miguel,13.4814,-88.1775,0,218410,48.0
Butembo,0.15,29.2833,0,217625,43.0
Netanya,32.3286,34.8567,0,217244,70.0
Oviedo,43.36,-5.845,0,217552,
Itaborai,-22.7439,-42.8589,0,218008,25.0
Appleton,44.278,-88.3892,0,218448,
Zamora,19.9833,-102.2833,0,207860,91.0
Alor setar,6.1183,100.3694,0,217000,87.0
Luton,51.8783,-0.4147,0,213052,
Babylon,40.6925,-73.3586,0,217796,
Laayoune,27.1536,-13.2033,0,217732,93.0
Shashemene,7.2,38.6,0,208368,51.0
Tan an,10.5333,106.4167,0,215250,148.0
Spring valley,36.0952,-115.2636,0,217441,
Denov,38.2667,67.9,0,217274,145.0
Cartagena,37.6,-0.9819,0,216961,
Tacoma,47.2431,-122.4531,0,217332,
Yamunanagar,30.133,77.288,0,216628,
Lubeck,53.8697,10.6864,0,216277,
Zielona gora,51.9333,15.5,0,216781,110.0
Matrah,23.6167,58.5667,0,214901,103.0
Qostanay,53.2,63.62,0,217135,74.0
Banjarbaru,-3.4425,114.8325,0,216600,66.0
Sa dec,10.3,105.7667,0,213610,148.0
Wayaobu,37.1398,109.6711,0,216910,35.0
Valencia,7.9042,125.0928,0,216546,109.0
Norwich,52.6286,1.2928,0,213166,
Gujiao,37.9069,112.17,0,216723,35.0
Ayacucho,-13.1631,-74.2244,0,216444,108.0
Petropavl,54.8833,69.1667,0,216406,74.0
Madiun,-7.63,111.5231,0,210115,66.0
Dongxing,21.5833,108.05,0,216053,35.0
Zhubei,24.8333,121.0119,0,211746,133.0
Sao leopoldo,-29.76,-51.1469,0,214087,25.0
Spartanburg,34.9442,-81.9251,0,216021,
Marg`ilon,40.4711,71.7247,0,215400,145.0
Ar ruseris,11.85,34.3833,0,215857,128.0
Trece martires city,14.2833,120.8667,0,210503,109.0
Gangneung,37.75,128.9,0,215677,125.0
Roanoke,37.2785,-79.9581,0,215781,
Cua,10.1667,-66.8833,0,214823,147.0
Almere,52.3667,5.2167,0,214715,
As samawah,31.3167,45.2833,0,215000,68.0
Monghyr,25.381,86.465,0,213101,
Vantaa,60.2944,25.0403,0,214605,
Kapra,17.4859,78.5651,0,209882,
Golmud,36.4072,94.9283,0,215214,35.0
Comalcalco,18.2801,-93.2018,0,214877,91.0
Geneva,46.2017,6.1469,0,201818,131.0
Regina,50.4547,-104.6067,0,215106,32.0
La victoria,10.2278,-67.3336,0,214492,147.0
Shimla,31.1033,77.1722,0,206575,
Northampton,52.2304,-0.8938,0,212100,
Babruysk,53.15,29.2333,0,212200,17.0
Mohammedia,33.6833,-7.3833,0,208612,93.0
Erfurt,50.9833,11.0333,0,213835,
Sete lagoas,-19.4658,-44.2469,0,214152,25.0
Sikasso,11.3167,-5.6667,0,213977,
Warnes,-17.5167,-63.1667,0,214216,22.0
Mostoles,40.3333,-3.8667,0,209639,
Quilicura,-33.3667,-70.7333,0,210410,34.0
Chilas,35.4194,74.0944,0,214000,104.0
Cao lanh,10.4672,105.6303,0,211912,148.0
El tigre,8.8858,-64.2611,0,213524,147.0
Gokak,16.1667,74.8333,0,213000,
Divinopolis,-20.1389,-44.8839,0,213016,25.0
Gainesville,29.6804,-82.3459,0,213287,
Colombo,-25.2919,-49.2239,0,212967,25.0
Jerez de la frontera,36.6817,-6.1378,0,212801,
Puri,19.8106,85.8314,0,201026,
Sidi bel abbes,35.2,-0.6333,0,212935,3.0
Nandyal,15.48,78.48,0,211424,
Limbe,4.0167,9.2167,0,212474,31.0
Kure,34.25,132.5667,0,212159,72.0
Tumaco,1.8067,-78.7647,0,212692,36.0
Padova,45.4064,11.8778,0,210440,
Irakleio,35.3403,25.1344,0,211370,
Deltona,28.905,-81.2137,0,212616,
Arroyo naranjo,23.0436,-82.3328,0,210053,40.0
Bhadravati,13.8485,75.705,0,212073,
Colon,9.3572,-79.8986,0,204000,105.0
Linz,48.3058,14.2864,0,210165,
Oberhausen,51.4967,6.8706,0,209566,
Criciuma,-28.6775,-49.3697,0,211369,25.0
Kuje,8.8822,7.2203,0,212100,99.0
Mytishchi,55.9167,37.7667,0,211606,113.0
Lyubertsy,55.6783,37.8944,0,207349,113.0
Pamplona,42.8167,-1.65,0,203418,
Panchkula,30.74,76.8,0,211355,
Kalamazoo,42.2749,-85.5882,0,212033,
Pskov,57.8167,28.3333,0,209840,113.0
Bila tserkva,49.7956,30.1167,0,208944,142.0
`aqrah,36.7414,43.8933,0,212000,68.0
Ploiesti,44.9411,26.0225,0,209945,112.0
Isesaki,36.3114,139.1968,0,210332,72.0
Naga city,13.6244,123.1864,0,209170,109.0
Burgas,42.503,27.4702,0,210813,27.0
Burhanpur,21.3,76.23,0,210891,
Chungju,36.9667,127.95,0,211005,125.0
Maracanau,-3.8667,-38.6333,0,209057,25.0
Thousand oaks,34.1914,-118.8756,0,211045,
Hickory,35.741,-81.3223,0,211042,
Pagadian,7.8272,123.4364,0,210452,109.0
Legazpi city,13.1333,123.7333,0,209533,109.0
Barrancabermeja,7.0667,-73.85,0,210729,36.0
Bukit mertajam,5.3631,100.4667,0,210000,87.0
Kiratot,32.8376,76.2296,0,210406,
Ashaiman,5.7,-0.0333,0,208060,57.0
Taisheng,23.2938,113.353,0,208589,35.0
Sidon,33.5606,35.3758,0,200000,79.0
Rostock,54.0833,12.1333,0,209061,
Guarenas,10.4739,-66.5383,0,208663,147.0
Santa cruz,28.4667,-16.25,0,208688,
Panabo,7.3,125.6833,0,209230,109.0
Dongning,44.0608,131.1187,0,210000,35.0
Borj hammoud,33.8936,35.5403,0,150000,79.0
Kasangati,0.4378,32.6025,0,207800,141.0
Solihull,52.413,-1.778,0,206674,
Burutu,5.35,5.5167,0,209666,99.0
Nasim shahr,35.5644,51.1647,0,200393,67.0
Moratuwa,6.7991,79.8767,0,200000,127.0
Yonkers,40.9466,-73.8673,0,209730,
Ich'on,37.2667,127.4333,0,209003,125.0
Milton keynes,52.04,-0.76,0,207057,
Marawi city,8.0,124.3,0,207010,109.0
Puerto cabello,10.4667,-68.0167,0,209080,147.0
Beersheba,31.2589,34.7997,0,209000,70.0
Huangyan,28.65,121.25,0,198713,35.0
Oulu,65.0142,25.4719,0,208939,
Santo agostinho,-8.2897,-35.03,0,208944,25.0
Lubuklinggau,-3.2967,102.8617,0,208225,66.0
Mary,37.6,61.8333,0,208682,140.0
Sunyani,7.3333,-2.3333,0,208496,57.0
Cascais,38.7,-9.4167,0,206479,
Northcote,-36.8019,174.7494,0,205605,
Moreno valley,33.9244,-117.2045,0,208371,
Qina,26.1667,32.7167,0,201191,47.0
Toledo,10.3833,123.65,0,207314,109.0
Kharagpur,22.3302,87.3237,0,207604,
Waitakere,-36.85,174.543,0,208100,
Fontana,34.0968,-117.4599,0,208087,
Monywa,22.1083,95.1417,0,207489,95.0
Dindigul,10.35,77.95,0,207327,
Robertsonpet,12.9563,78.2754,0,207350,
Pingzhen,24.9439,121.2161,0,201632,133.0
Bani suwayf,29.0667,31.0833,0,193048,47.0
College station,30.5852,-96.2959,0,207514,
Ba ria,10.4992,107.1675,0,205192,148.0
Cidade de nacala,-14.5428,40.6728,0,206449,94.0
Talca,-35.4269,-71.6656,0,206069,34.0
Fargo,46.8651,-96.8292,0,207310,
Portoviejo,-1.0561,-80.4553,0,206682,
Parakou,9.35,2.6167,0,206667,19.0
Hospet,15.2689,76.3909,0,206167,
Trieste,45.6503,13.7703,0,204338,
San carlos city,15.9281,120.3489,0,205424,109.0
Kodaira,35.7285,139.4774,0,196959,72.0
Itami,34.7833,135.4,0,198522,72.0
Lingampalli,17.4865,78.317,0,202440,
Kalemie,-5.9128,29.1906,0,206257,43.0
Kamirenjaku,35.6836,139.5595,0,194460,72.0
Loures,38.8333,-9.1667,0,205054,
Biskra,34.85,5.7333,0,204661,3.0
Ingraj bazar,25.0044,88.1458,0,205521,
Phu tu son,21.1189,105.9611,0,202874,148.0
La ceiba,15.7792,-86.7931,0,205775,62.0
Bene beraq,32.0833,34.8333,0,193774,70.0
Nagareyama,35.8563,139.9029,0,200298,72.0
Ongole,15.506,80.049,0,204746,
Jiutai,44.1447,125.8443,0,205399,35.0
Bolu,40.7347,31.6075,0,205525,139.0
Ziguinchor,12.5833,-16.2667,0,205294,
Ternate,0.78,127.3819,0,204215,66.0
Puqi,29.7204,113.88,0,205164,35.0
Qal`at bishah,20.0,42.6,0,205346,117.0
Ellore,16.7117,81.1031,0,203780,
Betigeri,15.443,75.6442,0,204576,
Passo fundo,-28.25,-52.4,0,204722,25.0
Banjar,-7.3667,108.5333,0,203417,66.0
Kinh mon,21.033,106.5,0,203638,148.0
Bingerville,5.35,-3.9,0,204656,
Bac giang,21.2667,106.2,0,201595,148.0
Sejong,36.487,127.2822,0,204088,125.0
Yachiyo,35.7224,140.0999,0,200538,72.0
Amarillo,35.1984,-101.8316,0,204357,
Mandi burewala,30.15,72.6833,0,203454,104.0
Vinh long,10.25,105.9667,0,200120,148.0
Mokameh,25.3898,85.9191,0,202411,
Coquimbo,-29.9531,-71.3433,0,204068,34.0
Tekirdag,40.9778,27.5153,0,204001,139.0
Huntington,40.8521,-73.3823,0,204147,
Parnamirim,-5.9167,-35.25,0,202456,25.0
Holon,32.0167,34.7667,0,194300,70.0
Kukawa,12.9167,13.5667,0,203864,99.0
Biysk,52.5333,85.2167,0,203108,113.0
Charleroi,50.4,4.4333,0,201816,
Aberdeen,57.15,-2.11,0,200680,
Deoghar,24.48,86.7,0,203116,
La guaira,10.6,-66.9331,0,203520,147.0
Birjand,32.8667,59.2167,0,203636,67.0
Chhindwara,22.057,78.9396,0,202688,
Timayy al imdid,30.9438,31.5293,0,201956,47.0
Mazabuka,-15.8467,27.7475,0,203219,150.0
Poza rica de hidalgo,20.5333,-97.45,0,200119,91.0
Torun,53.0222,18.6111,0,201447,110.0
Tanjungpinang,0.9188,104.4554,0,203008,66.0
Kassel,51.3158,9.4979,0,201048,
Haldia,22.0667,88.0698,0,200827,
Luxor,25.6833,32.65,0,202232,47.0
Lang son,21.8478,106.7578,0,200108,148.0
At taji,33.5092,44.2342,0,200000,68.0
Tarakan,3.3,117.6333,0,201635,66.0
Las tunas,20.9597,-76.9544,0,202105,40.0
Al khawr,25.69,51.51,0,202031,111.0
Matsue,35.4708,133.0519,0,201802,72.0
Arica,-18.4667,-70.3167,0,202131,34.0
Ha tinh,18.3333,105.9,0,202062,148.0
Cosenza,39.3,16.25,0,200257,
Al khums,32.6497,14.2644,0,201943,82.0
Huacho,-11.1,-77.6,0,200585,108.0
El jadid,33.2333,-8.5,0,194934,93.0
Cajamarca,-7.1667,-78.5167,0,201329,108.0
Norwich,41.5495,-72.0882,0,201726,
Ciudad madero,22.25,-97.8333,0,197216,91.0
Mai'adua,13.1906,8.2117,0,201178,99.0
Jacobabad,28.2769,68.4514,0,200815,104.0
Almeria,36.8403,-2.4681,0,200753,
Tokat,40.3139,36.5542,0,201294,139.0
Satkhira,22.7188,89.0713,0,200000,15.0
Nema,16.6167,-7.25,0,200000,89.0
Khandwa,21.82,76.35,0,200738,
Pulimaddi,15.48,78.48,0,200516,
Morena,26.5,78.0,0,200483,
